dev,dev_type,dev_loc,dev_abs,isi,no_tones,base_freq,freq_dev,freq_dev_type,freq_loc,freq_dev_no,trial_no,block_no,iti,freq_diff,freq_diff_abs
-13,early,4,13,700,7,220,"[440, 392]","['higher', 'higher']","[2, 6]",2,86,3,2061,"[220, 172]","[220, 172]"
-63,early,6,63,700,7,220,"[392, 392, 392]","['higher', 'higher', 'higher']","[5, 2, 4]",3,87,3,2027,"[172, 172, 172]","[172, 172, 172]"
,,,,700,7,40000,,,,,88,3,2480,[False],[False]
100,late,5,100,700,7,192,"[220, 392, 392]","['higher', 'higher', 'higher']","[7, 4, 3]",3,89,3,2381,"[28, 200, 200]","[28, 200, 200]"
4,late,5,4,700,7,392,[False],['standard'],[False],0,90,3,2177,[False],[False]
-19,early,6,19,700,7,392,[220],['lower'],[3],1,91,3,2485,[-172],[172]
100,late,4,100,700,7,392,"[220, 440]","['lower', 'higher']","[2, 3]",2,92,3,2289,"[-172, 48]","[172, 48]"
,,,,700,7,40000,,,,,93,3,2146,[False],[False]
-48,early,6,48,700,7,220,"[392, 192]","['higher', 'lower']","[2, 4]",2,94,3,2075,"[172, -28]","[172, 28]"
80,late,5,80,700,7,392,[220],['lower'],[4],1,95,3,2338,[-172],[172]
,,,,700,7,40000,,,,,96,3,2488,[False],[False]
13,late,5,13,700,7,392,[False],['standard'],[False],0,97,3,2430,[False],[False]
-100,early,4,100,700,7,440,[192],['lower'],[7],1,98,3,2227,[-248],[248]
19,late,5,19,700,7,192,[440],['higher'],[7],1,99,3,2418,[248],[248]
19,late,6,19,700,7,392,[440],['higher'],[5],1,100,3,2495,[48],[48]
,,,,700,7,40000,,,,,101,3,2435,[False],[False]
-4,early,6,4,700,7,192,[False],['standard'],[False],0,102,3,2343,[False],[False]
,,,,700,7,40000,,,,,103,3,2405,[False],[False]
100,late,6,100,700,7,220,"[192, 192]","['lower', 'lower']","[5, 2]",2,104,3,2052,"[-28, -28]","[28, 28]"
-125,early,4,125,700,7,220,"[440, 440]","['higher', 'higher']","[6, 7]",2,105,3,2055,"[220, 220]","[220, 220]"
0,on_time,6,0,700,7,440,"[220, 192]","['lower', 'lower']","[5, 3]",2,106,3,2426,"[-220, -248]","[220, 248]"
,,,,700,7,40000,,,,,107,3,2062,[False],[False]
0,on_time,4,0,700,7,192,"[440, 392]","['higher', 'higher']","[3, 2]",2,108,3,2422,"[248, 200]","[248, 200]"
-36,early,6,36,700,7,440,[False],['standard'],[False],0,1,4,2091,[False],[False]
,,,,700,7,40000,,,,,2,4,2349,[False],[False]
0,on_time,6,0,700,7,440,"[220, 192]","['lower', 'lower']","[5, 3]",2,3,4,2443,"[-220, -248]","[220, 248]"
-19,early,6,19,700,7,392,[220],['lower'],[3],1,4,4,2212,[-172],[172]
,,,,700,7,40000,,,,,5,4,2315,[False],[False]
27,late,5,27,700,7,392,[False],['standard'],[False],0,6,4,2257,[False],[False]
-36,early,6,36,700,7,440,[False],['standard'],[False],0,7,4,2490,[False],[False]
80,late,6,80,700,7,220,"[392, 440, 440]","['higher', 'higher', 'higher']","[2, 3, 4]",3,8,4,2147,"[172, 220, 220]","[172, 220, 220]"
,,,,700,7,40000,,,,,9,4,2215,[False],[False]
27,late,6,27,700,7,220,[440],['higher'],[4],1,10,4,2247,[220],[220]
,,,,700,7,40000,,,,,11,4,2007,[False],[False]
-27,early,5,27,700,7,392,"[220, 192]","['lower', 'lower']","[7, 2]",2,12,4,2416,"[-172, -200]","[172, 200]"
,,,,700,7,40000,,,,,13,4,2356,[False],[False]
-100,early,4,100,700,7,440,[192],['lower'],[7],1,14,4,2307,[-248],[248]
,,,,700,7,40000,,,,,15,4,2427,[False],[False]
19,late,4,19,700,7,220,[440],['higher'],[7],1,16,4,2241,[220],[220]
63,late,6,63,700,7,440,"[220, 392]","['lower', 'lower']","[3, 2]",2,17,4,2324,"[-220, -48]","[220, 48]"
,,,,700,7,40000,,,,,18,4,2026,[False],[False]
48,late,4,48,700,7,192,[False],['standard'],[False],0,19,4,2298,[False],[False]
8,late,5,8,700,7,192,"[440, 392, 392]","['higher', 'higher', 'higher']","[3, 4, 2]",3,20,4,2337,"[248, 200, 200]","[248, 200, 200]"
-27,early,4,27,700,7,192,[392],['higher'],[7],1,21,4,2477,[200],[200]
-48,early,5,48,700,7,220,[False],['standard'],[False],0,22,4,2311,[False],[False]
,,,,700,7,40000,,,,,23,4,2039,[False],[False]
-48,early,4,48,700,7,192,[392],['higher'],[6],1,24,4,2264,[200],[200]
-4,early,4,4,700,7,220,"[192, 192]","['lower', 'lower']","[3, 7]",2,25,4,2479,"[-28, -28]","[28, 28]"
,,,,700,7,40000,,,,,26,4,2155,[False],[False]
0,on_time,5,0,700,7,440,"[392, 220]","['lower', 'lower']","[4, 7]",2,27,4,2005,"[-48, -220]","[48, 220]"
48,late,6,48,700,7,220,"[392, 440]","['higher', 'higher']","[5, 4]",2,28,4,2434,"[172, 220]","[172, 220]"
,,,,700,7,40000,,,,,29,4,2336,[False],[False]
80,late,4,80,700,7,192,"[220, 220, 440]","['higher', 'higher', 'higher']","[6, 7, 3]",3,30,4,2482,"[28, 28, 248]","[28, 28, 248]"
-80,early,5,80,700,7,440,[220],['lower'],[4],1,31,4,2110,[-220],[220]
,,,,700,7,40000,,,,,32,4,2041,[False],[False]
8,late,6,8,700,7,440,[False],['standard'],[False],0,33,4,2118,[False],[False]
,,,,700,7,40000,,,,,34,4,2459,[False],[False]
125,late,4,125,700,7,192,"[440, 220]","['higher', 'higher']","[2, 3]",2,35,4,2205,"[248, 28]","[248, 28]"
13,late,4,13,700,7,192,[False],['standard'],[False],0,36,4,2037,[False],[False]
4,late,6,4,700,7,392,"[192, 220]","['lower', 'lower']","[3, 2]",2,37,4,2161,"[-200, -172]","[200, 172]"
4,late,5,4,700,7,392,[False],['standard'],[False],0,38,4,2082,[False],[False]
,,,,700,7,40000,,,,,39,4,2173,[False],[False]
36,late,6,36,700,7,392,"[220, 220, 192]","['lower', 'lower', 'lower']","[2, 3, 5]",3,40,4,2431,"[-172, -172, -200]","[172, 172, 200]"
,,,,700,7,40000,,,,,41,4,2114,[False],[False]
-63,early,4,63,700,7,192,[220],['higher'],[2],1,42,4,2268,[28],[28]
-27,early,5,27,700,7,392,"[220, 192]","['lower', 'lower']","[7, 2]",2,43,4,2345,"[-172, -200]","[172, 200]"
80,late,4,80,700,7,192,"[220, 220, 440]","['higher', 'higher', 'higher']","[6, 7, 3]",3,44,4,2285,"[28, 28, 248]","[28, 28, 248]"
4,late,6,4,700,7,392,"[192, 220]","['lower', 'lower']","[3, 2]",2,45,4,2234,"[-200, -172]","[200, 172]"
,,,,700,7,40000,,,,,46,4,2150,[False],[False]
-100,early,5,100,700,7,392,[440],['higher'],[2],1,47,4,2301,[48],[48]
-36,early,5,36,700,7,192,[392],['higher'],[7],1,48,4,2054,[200],[200]
48,late,5,48,700,7,192,"[392, 220]","['higher', 'higher']","[7, 2]",2,49,4,2191,"[200, 28]","[200, 28]"
-36,early,6,36,700,7,440,[False],['standard'],[False],0,50,4,2357,[False],[False]
-48,early,5,48,700,7,220,[False],['standard'],[False],0,51,4,2404,[False],[False]
,,,,700,7,40000,,,,,52,4,2134,[False],[False]
-4,early,4,4,700,7,220,"[192, 192]","['lower', 'lower']","[3, 7]",2,53,4,2394,"[-28, -28]","[28, 28]"
-19,early,6,19,700,7,392,[220],['lower'],[3],1,54,4,2034,[-172],[172]
,,,,700,7,40000,,,,,55,4,2294,[False],[False]
48,late,5,48,700,7,192,"[392, 220]","['higher', 'higher']","[7, 2]",2,56,4,2260,"[200, 28]","[200, 28]"
,,,,700,7,40000,,,,,57,4,2159,[False],[False]
-63,early,4,63,700,7,192,[220],['higher'],[2],1,58,4,2057,[28],[28]
13,late,5,13,700,7,392,[False],['standard'],[False],0,59,4,2483,[False],[False]
,,,,700,7,40000,,,,,60,4,2204,[False],[False]
63,late,4,63,700,7,440,"[192, 192]","['lower', 'lower']","[2, 7]",2,61,4,2060,"[-248, -248]","[248, 248]"
,,,,700,7,40000,,,,,62,4,2083,[False],[False]
-13,early,4,13,700,7,220,"[440, 392]","['higher', 'higher']","[2, 6]",2,63,4,2224,"[220, 172]","[220, 172]"
100,late,6,100,700,7,220,"[192, 192]","['lower', 'lower']","[5, 2]",2,64,4,2275,"[-28, -28]","[28, 28]"
,,,,700,7,40000,,,,,65,4,2030,[False],[False]
4,late,4,4,700,7,440,[392],['lower'],[2],1,66,4,2496,[-48],[48]
,,,,700,7,40000,,,,,67,4,2415,[False],[False]
36,late,5,36,700,7,392,[440],['higher'],[7],1,68,4,2193,[48],[48]
27,late,4,27,700,7,392,[192],['lower'],[2],1,69,4,2432,[-200],[200]
8,late,4,8,700,7,220,[392],['higher'],[3],1,70,4,2158,[172],[172]
27,late,4,27,700,7,392,[192],['lower'],[2],1,71,4,2487,[-200],[200]
,,,,700,7,40000,,,,,72,4,2198,[False],[False]
125,late,5,125,700,7,192,[392],['higher'],[2],1,73,4,2244,[200],[200]
100,late,6,100,700,7,220,"[192, 192]","['lower', 'lower']","[5, 2]",2,74,4,2056,"[-28, -28]","[28, 28]"
,,,,700,7,40000,,,,,75,4,2249,[False],[False]
0,on_time,6,0,700,7,440,[220],['lower'],[4],1,76,4,2252,[-220],[220]
,,,,700,7,40000,,,,,77,4,2484,[False],[False]
125,late,4,125,700,7,192,"[440, 220]","['higher', 'higher']","[2, 3]",2,78,4,2015,"[248, 28]","[248, 28]"
4,late,6,4,700,7,392,"[192, 220]","['lower', 'lower']","[3, 2]",2,79,4,2411,"[-200, -172]","[200, 172]"
,,,,700,7,40000,,,,,80,4,2166,[False],[False]
-125,early,5,125,700,7,192,[False],['standard'],[False],0,81,4,2178,[False],[False]
,,,,700,7,40000,,,,,82,4,2225,[False],[False]
-36,early,4,36,700,7,192,"[392, 440, 392]","['higher', 'higher', 'higher']","[6, 3, 7]",3,83,4,2451,"[200, 248, 200]","[200, 248, 200]"
19,late,6,19,700,7,392,[440],['higher'],[5],1,84,4,2463,[48],[48]
,,,,700,7,40000,,,,,85,4,2068,[False],[False]
-13,early,6,13,700,7,392,[440],['higher'],[5],1,86,4,2461,[48],[48]
0,on_time,4,0,700,7,392,[192],['lower'],[3],1,87,4,2242,[-200],[200]
,,,,700,7,40000,,,,,88,4,2047,[False],[False]
27,late,4,27,700,7,392,[192],['lower'],[2],1,89,4,2013,[-200],[200]
8,late,4,8,700,7,220,[392],['higher'],[3],1,90,4,2167,[172],[172]
27,late,6,27,700,7,220,[440],['higher'],[4],1,91,4,2073,[220],[220]
,,,,700,7,40000,,,,,92,4,2271,[False],[False]
-19,early,4,19,700,7,392,[440],['higher'],[6],1,93,4,2025,[48],[48]
,,,,700,7,40000,,,,,94,4,2282,[False],[False]
-48,early,4,48,700,7,192,[392],['higher'],[6],1,95,4,2100,[200],[200]
,,,,700,7,40000,,,,,96,4,2279,[False],[False]
63,late,5,63,700,7,192,"[392, 440, 392]","['higher', 'higher', 'higher']","[3, 7, 2]",3,97,4,2097,"[200, 248, 200]","[200, 248, 200]"
100,late,6,100,700,7,220,"[192, 192]","['lower', 'lower']","[5, 2]",2,98,4,2281,"[-28, -28]","[28, 28]"
,,,,700,7,40000,,,,,99,4,2305,[False],[False]
125,late,6,125,700,7,220,"[392, 392, 440]","['higher', 'higher', 'higher']","[4, 5, 2]",3,100,4,2355,"[172, 172, 220]","[172, 172, 220]"
-13,early,6,13,700,7,392,[440],['higher'],[5],1,101,4,2063,[48],[48]
,,,,700,7,40000,,,,,102,4,2233,[False],[False]
27,late,5,27,700,7,392,[False],['standard'],[False],0,103,4,2065,[False],[False]
,,,,700,7,40000,,,,,104,4,2444,[False],[False]
36,late,6,36,700,7,392,"[220, 220, 192]","['lower', 'lower', 'lower']","[2, 3, 5]",3,105,4,2217,"[-172, -172, -200]","[172, 172, 200]"
-8,early,4,8,700,7,220,"[192, 192]","['lower', 'lower']","[2, 3]",2,106,4,2254,"[-28, -28]","[28, 28]"
,,,,700,7,40000,,,,,107,4,2129,[False],[False]
-48,early,4,48,700,7,192,[392],['higher'],[6],1,108,4,2081,[200],[200]
