dev,dev_type,dev_loc,dev_abs,isi,no_tones,base_freq,freq_dev,freq_dev_type,freq_loc,freq_dev_no,trial_no,block_no,iti,freq_diff,freq_diff_abs
,,,,700,7,40000,,,,,74,3,2146,[False],[False]
100,late,4,100,700,7,192,"[392, 440]","['higher', 'higher']","[3, 7]",2,75,3,2499,"[200, 248]","[200, 248]"
-100,early,6,100,700,7,392,"[220, 440, 440]","['lower', 'higher', 'higher']","[5, 2, 3]",3,76,3,2461,"[-172, 48, 48]","[172, 48, 48]"
,,,,700,7,40000,,,,,77,3,2213,[False],[False]
0,on_time,6,0,700,7,392,[False],['standard'],[False],0,78,3,2318,[False],[False]
,,,,700,7,40000,,,,,79,3,2176,[False],[False]
-4,early,5,4,700,7,440,[192],['lower'],[7],1,80,3,2456,[-248],[248]
,,,,700,7,40000,,,,,81,3,2199,[False],[False]
8,late,4,8,700,7,220,[False],['standard'],[False],0,82,3,2433,[False],[False]
,,,,700,7,40000,,,,,83,3,2448,[False],[False]
-27,early,5,27,700,7,192,"[220, 220]","['higher', 'higher']","[3, 4]",2,84,3,2247,"[28, 28]","[28, 28]"
,,,,700,7,40000,,,,,85,3,2464,[False],[False]
125,late,5,125,700,7,392,[192],['lower'],[7],1,86,3,2242,[-200],[200]
8,late,6,8,700,7,192,"[440, 440]","['higher', 'higher']","[3, 4]",2,87,3,2427,"[248, 248]","[248, 248]"
,,,,700,7,40000,,,,,88,3,2207,[False],[False]
80,late,5,80,700,7,220,[False],['standard'],[False],0,89,3,2068,[False],[False]
-63,early,6,63,700,7,220,"[440, 192, 192]","['higher', 'lower', 'lower']","[2, 3, 4]",3,90,3,2065,"[220, -28, -28]","[220, 28, 28]"
,,,,700,7,40000,,,,,91,3,2134,[False],[False]
-27,early,4,27,700,7,392,[192],['lower'],[3],1,92,3,2110,[-200],[200]
-125,early,5,125,700,7,192,[False],['standard'],[False],0,93,3,2062,[False],[False]
,,,,700,7,40000,,,,,94,3,2430,[False],[False]
63,late,5,63,700,7,440,[False],['standard'],[False],0,95,3,2003,[False],[False]
-4,early,4,4,700,7,392,"[192, 440]","['lower', 'higher']","[6, 7]",2,96,3,2460,"[-200, 48]","[200, 48]"
-19,early,5,19,700,7,220,[False],['standard'],[False],0,97,3,2369,[False],[False]
63,late,5,63,700,7,440,[False],['standard'],[False],0,98,3,2457,[False],[False]
-4,early,4,4,700,7,392,"[192, 440]","['lower', 'higher']","[6, 7]",2,99,3,2061,"[-200, 48]","[200, 48]"
,,,,700,7,40000,,,,,100,3,2153,[False],[False]
-36,early,6,36,700,7,440,[192],['lower'],[4],1,101,3,2018,[-248],[248]
-36,early,5,36,700,7,440,"[220, 220, 192]","['lower', 'lower', 'lower']","[4, 7, 2]",3,102,3,2123,"[-220, -220, -248]","[220, 220, 248]"
27,late,4,27,700,7,192,[220],['higher'],[6],1,103,3,2117,[28],[28]
,,,,700,7,40000,,,,,104,3,2156,[False],[False]
0,on_time,4,0,700,7,192,[220],['higher'],[7],1,105,3,2252,[28],[28]
,,,,700,7,40000,,,,,106,3,2397,[False],[False]
-27,early,4,27,700,7,392,[192],['lower'],[3],1,107,3,2078,[-200],[200]
100,late,6,100,700,7,440,"[392, 192]","['lower', 'lower']","[2, 4]",2,108,3,2337,"[-48, -248]","[48, 248]"
-4,early,4,4,700,7,392,"[192, 440]","['lower', 'higher']","[6, 7]",2,1,4,2392,"[-200, 48]","[200, 48]"
100,late,5,100,700,7,440,"[220, 392]","['lower', 'lower']","[4, 3]",2,2,4,2096,"[-220, -48]","[220, 48]"
,,,,700,7,40000,,,,,3,4,2226,[False],[False]
-80,early,5,80,700,7,440,"[192, 220]","['lower', 'lower']","[7, 2]",2,4,4,2254,"[-248, -220]","[248, 220]"
,,,,700,7,40000,,,,,5,4,2432,[False],[False]
100,late,4,100,700,7,192,"[392, 440]","['higher', 'higher']","[3, 7]",2,6,4,2217,"[200, 248]","[200, 248]"
,,,,700,7,40000,,,,,7,4,2228,[False],[False]
13,late,6,13,700,7,220,[False],['standard'],[False],0,8,4,2093,[False],[False]
4,late,4,4,700,7,192,"[220, 392]","['higher', 'higher']","[6, 3]",2,9,4,2059,"[28, 200]","[28, 200]"
-8,early,5,8,700,7,192,"[392, 440]","['higher', 'higher']","[2, 7]",2,10,4,2099,"[200, 248]","[200, 248]"
-80,early,6,80,700,7,440,[192],['lower'],[2],1,11,4,2012,[-248],[248]
27,late,4,27,700,7,192,[220],['higher'],[6],1,12,4,2239,[28],[28]
27,late,5,27,700,7,440,[220],['lower'],[3],1,13,4,2459,[-220],[220]
19,late,6,19,700,7,220,"[392, 192, 392]","['higher', 'lower', 'higher']","[4, 3, 2]",3,14,4,2370,"[172, -28, 172]","[172, 28, 172]"
-125,early,4,125,700,7,192,[440],['higher'],[7],1,15,4,2043,[248],[248]
,,,,700,7,40000,,,,,16,4,2192,[False],[False]
-4,early,6,4,700,7,392,[440],['higher'],[5],1,17,4,2094,[48],[48]
-100,early,4,100,700,7,440,"[392, 392]","['lower', 'lower']","[6, 3]",2,18,4,2473,"[-48, -48]","[48, 48]"
,,,,700,7,40000,,,,,19,4,2385,[False],[False]
4,late,6,4,700,7,392,[False],['standard'],[False],0,20,4,2139,[False],[False]
36,late,6,36,700,7,192,"[392, 220, 392]","['higher', 'higher', 'higher']","[4, 3, 5]",3,21,4,2393,"[200, 28, 200]","[200, 28, 200]"
,,,,700,7,40000,,,,,22,4,2067,[False],[False]
48,late,6,48,700,7,192,"[392, 392]","['higher', 'higher']","[4, 2]",2,23,4,2008,"[200, 200]","[200, 200]"
,,,,700,7,40000,,,,,24,4,2489,[False],[False]
48,late,6,48,700,7,192,"[392, 392]","['higher', 'higher']","[4, 2]",2,25,4,2333,"[200, 200]","[200, 200]"
-80,early,4,80,700,7,440,[392],['lower'],[2],1,26,4,2046,[-48],[48]
,,,,700,7,40000,,,,,27,4,2471,[False],[False]
-8,early,5,8,700,7,192,"[392, 440]","['higher', 'higher']","[2, 7]",2,28,4,2267,"[200, 248]","[200, 248]"
,,,,700,7,40000,,,,,29,4,2064,[False],[False]
63,late,4,63,700,7,440,"[220, 192]","['lower', 'lower']","[6, 7]",2,30,4,2401,"[-220, -248]","[220, 248]"
48,late,4,48,700,7,392,[220],['lower'],[7],1,31,4,2104,[-172],[172]
,,,,700,7,40000,,,,,32,4,2372,[False],[False]
27,late,5,27,700,7,440,[220],['lower'],[3],1,33,4,2240,[-220],[220]
,,,,700,7,40000,,,,,34,4,2222,[False],[False]
80,late,6,80,700,7,440,"[192, 392, 192]","['lower', 'lower', 'lower']","[4, 5, 3]",3,35,4,2415,"[-248, -48, -248]","[248, 48, 248]"
8,late,4,8,700,7,220,[False],['standard'],[False],0,36,4,2402,[False],[False]
,,,,700,7,40000,,,,,37,4,2353,[False],[False]
-80,early,5,80,700,7,440,"[192, 220]","['lower', 'lower']","[7, 2]",2,38,4,2164,"[-248, -220]","[248, 220]"
100,late,6,100,700,7,440,"[392, 192]","['lower', 'lower']","[2, 4]",2,39,4,2125,"[-48, -248]","[48, 248]"
13,late,6,13,700,7,220,[False],['standard'],[False],0,40,4,2335,[False],[False]
0,on_time,6,0,700,7,392,[False],['standard'],[False],0,41,4,2412,[False],[False]
19,late,4,19,700,7,392,[False],['standard'],[False],0,42,4,2329,[False],[False]
-100,early,5,100,700,7,192,"[440, 392]","['higher', 'higher']","[2, 3]",2,43,4,2204,"[248, 200]","[248, 200]"
,,,,700,7,40000,,,,,44,4,2119,[False],[False]
-63,early,5,63,700,7,220,[192],['lower'],[4],1,45,4,2325,[-28],[28]
,,,,700,7,40000,,,,,46,4,2390,[False],[False]
63,late,6,63,700,7,192,"[220, 392]","['higher', 'higher']","[5, 4]",2,47,4,2145,"[28, 200]","[28, 200]"
,,,,700,7,40000,,,,,48,4,2283,[False],[False]
63,late,4,63,700,7,440,"[220, 192]","['lower', 'lower']","[6, 7]",2,49,4,2380,"[-220, -248]","[220, 248]"
63,late,5,63,700,7,440,[False],['standard'],[False],0,50,4,2251,[False],[False]
4,late,6,4,700,7,392,[False],['standard'],[False],0,51,4,2354,[False],[False]
,,,,700,7,40000,,,,,52,4,2116,[False],[False]
-100,early,4,100,700,7,440,"[392, 392]","['lower', 'lower']","[6, 3]",2,53,4,2398,"[-48, -48]","[48, 48]"
,,,,700,7,40000,,,,,54,4,2482,[False],[False]
-125,early,5,125,700,7,192,[False],['standard'],[False],0,55,4,2468,[False],[False]
63,late,6,63,700,7,192,"[220, 392]","['higher', 'higher']","[5, 4]",2,56,4,2478,"[28, 200]","[28, 200]"
,,,,700,7,40000,,,,,57,4,2163,[False],[False]
27,late,5,27,700,7,440,[220],['lower'],[3],1,58,4,2465,[-220],[220]
,,,,700,7,40000,,,,,59,4,2080,[False],[False]
-100,early,5,100,700,7,192,"[440, 392]","['higher', 'higher']","[2, 3]",2,60,4,2362,"[248, 200]","[248, 200]"
-48,early,6,48,700,7,192,[220],['higher'],[3],1,61,4,2205,[28],[28]
,,,,700,7,40000,,,,,62,4,2033,[False],[False]
-19,early,4,19,700,7,220,"[392, 392]","['higher', 'higher']","[2, 7]",2,63,4,2278,"[172, 172]","[172, 172]"
,,,,700,7,40000,,,,,64,4,2414,[False],[False]
27,late,6,27,700,7,440,"[392, 192, 220]","['lower', 'lower', 'lower']","[3, 4, 2]",3,65,4,2237,"[-48, -248, -220]","[48, 248, 220]"
,,,,700,7,40000,,,,,66,4,2477,[False],[False]
-36,early,5,36,700,7,440,"[220, 220, 192]","['lower', 'lower', 'lower']","[4, 7, 2]",3,67,4,2391,"[-220, -220, -248]","[220, 220, 248]"
,,,,700,7,40000,,,,,68,4,2256,[False],[False]
48,late,4,48,700,7,392,[220],['lower'],[7],1,69,4,2349,[-172],[172]
,,,,700,7,40000,,,,,70,4,2195,[False],[False]
0,on_time,6,0,700,7,192,[False],['standard'],[False],0,71,4,2034,[False],[False]
,,,,700,7,40000,,,,,72,4,2352,[False],[False]
125,late,5,125,700,7,392,[192],['lower'],[7],1,73,4,2082,[-200],[200]
,,,,700,7,40000,,,,,74,4,2244,[False],[False]
125,late,5,125,700,7,392,[192],['lower'],[7],1,75,4,2090,[-200],[200]
,,,,700,7,40000,,,,,76,4,2300,[False],[False]
0,on_time,4,0,700,7,440,"[220, 220, 192]","['lower', 'lower', 'lower']","[2, 3, 7]",3,77,4,2056,"[-220, -220, -248]","[220, 220, 248]"
36,late,4,36,700,7,192,"[220, 440]","['higher', 'higher']","[2, 6]",2,78,4,2000,"[28, 248]","[28, 248]"
-48,early,5,48,700,7,392,[192],['lower'],[3],1,79,4,2419,[-200],[200]
,,,,700,7,40000,,,,,80,4,2282,[False],[False]
0,on_time,5,0,700,7,440,[392],['lower'],[7],1,81,4,2092,[-48],[48]
13,late,5,13,700,7,192,"[440, 220]","['higher', 'higher']","[3, 7]",2,82,4,2394,"[248, 28]","[248, 28]"
,,,,700,7,40000,,,,,83,4,2173,[False],[False]
36,late,5,36,700,7,392,[440],['higher'],[4],1,84,4,2106,[48],[48]
4,late,4,4,700,7,192,"[220, 392]","['higher', 'higher']","[6, 3]",2,85,4,2232,"[28, 200]","[28, 200]"
19,late,5,19,700,7,392,[False],['standard'],[False],0,86,4,2032,[False],[False]
-8,early,6,8,700,7,440,[False],['standard'],[False],0,87,4,2330,[False],[False]
,,,,700,7,40000,,,,,88,4,2135,[False],[False]
-27,early,6,27,700,7,440,"[192, 192, 220]","['lower', 'lower', 'lower']","[4, 3, 2]",3,89,4,2212,"[-248, -248, -220]","[248, 248, 220]"
,,,,700,7,40000,,,,,90,4,2045,[False],[False]
-80,early,4,80,700,7,440,[392],['lower'],[2],1,91,4,2360,[-48],[48]
-13,early,6,13,700,7,392,"[220, 440, 220]","['lower', 'higher', 'lower']","[4, 5, 3]",3,92,4,2006,"[-172, 48, -172]","[172, 48, 172]"
,,,,700,7,40000,,,,,93,4,2077,[False],[False]
80,late,5,80,700,7,220,[False],['standard'],[False],0,94,4,2276,[False],[False]
125,late,6,125,700,7,192,"[392, 392, 440]","['higher', 'higher', 'higher']","[4, 2, 5]",3,95,4,2383,"[200, 200, 248]","[200, 200, 248]"
,,,,700,7,40000,,,,,96,4,2097,[False],[False]
80,late,4,80,700,7,440,"[220, 220, 220]","['lower', 'lower', 'lower']","[6, 2, 3]",3,97,4,2286,"[-220, -220, -220]","[220, 220, 220]"
0,on_time,5,0,700,7,392,"[192, 220]","['lower', 'lower']","[7, 2]",2,98,4,2293,"[-200, -172]","[200, 172]"
-48,early,5,48,700,7,392,[192],['lower'],[3],1,99,4,2302,[-200],[200]
-8,early,5,8,700,7,192,"[392, 440]","['higher', 'higher']","[2, 7]",2,100,4,2208,"[200, 248]","[200, 248]"
-125,early,6,125,700,7,392,[440],['higher'],[2],1,101,4,2052,[48],[48]
,,,,700,7,40000,,,,,102,4,2188,[False],[False]
80,late,4,80,700,7,440,"[220, 220, 220]","['lower', 'lower', 'lower']","[6, 2, 3]",3,103,4,2072,"[-220, -220, -220]","[220, 220, 220]"
,,,,700,7,40000,,,,,104,4,2011,[False],[False]
80,late,4,80,700,7,440,"[220, 220, 220]","['lower', 'lower', 'lower']","[6, 2, 3]",3,105,4,2220,"[-220, -220, -220]","[220, 220, 220]"
,,,,700,7,40000,,,,,106,4,2381,[False],[False]
8,late,5,8,700,7,220,"[392, 440, 392]","['higher', 'higher', 'higher']","[7, 3, 2]",3,107,4,2229,"[172, 220, 172]","[172, 220, 172]"
0,on_time,6,0,700,7,392,[False],['standard'],[False],0,108,4,2301,[False],[False]
